상호명,상권업종소분류명,시도명,시군구명,위도,경도
제주드루앙,카페,제주특별자치도,제주시,33.498893507645,126.678564995448
텀브커피여객,카페,제주특별자치도,서귀포시,33.4729301558009,126.934503452165
동신다방,카페,제주특별자치도,제주시,33.5017651070885,126.527932694853
하와이슈퍼,편의점,제주특별자치도,제주시,33.4827423078374,126.491669268919
망고식스제주프시케월드점,카페,제주특별자치도,제주시,33.4131361894733,126.392792223401
씨앤모어,카페,제주특별자치도,서귀포시,33.2450412584077,126.415599688729
수가티앙커피로스터,카페,제주특별자치도,제주시,33.4941195203981,126.959302188242
커피욜로,카페,제주특별자치도,제주시,33.486778956288,126.534642097887
아도스팩토리,카페,제주특별자치도,제주시,33.3560965400406,126.200964404922
에프앤앰빈티지카페,카페,제주특별자치도,서귀포시,33.3084995996186,126.782318115087
하이월드하이엔드로스터리,카페,제주특별자치도,제주시,33.463584211534,126.30915022551
이디아장,카페,제주특별자치도,서귀포시,33.2364442549601,126.312433330396
지에스25제주,편의점,제주특별자치도,제주시,33.5034153958089,126.542452347367
태희드림,카페,제주특별자치도,제주시,33.3954025155175,126.242125747642
일일오팔족욕카페,카페,제주특별자치도,제주시,33.467087564515,126.336510479026
제돌이팡동문,카페,제주특별자치도,제주시,33.5129015170059,126.526031734429
옥,카페,제주특별자치도,제주시,33.5033120779927,126.526944962504
지에스25제주조수점,편의점,제주특별자치도,제주시,33.3360655749317,126.229890393909
씨유제주청귤로점,편의점,제주특별자치도,제주시,33.5014291822906,126.539288098741
씨유서귀태신로점,편의점,제주특별자치도,서귀포시,33.2865646857535,126.745292713192
소소샵,카페,제주특별자치도,제주시,33.5201806642291,126.948052217065
보손,편의점,제주특별자치도,제주시,33.4495425726036,126.556674283892
달달한제주,카페,제주특별자치도,제주시,33.5094146894922,126.510401827762
새코롬,카페,제주특별자치도,서귀포시,33.262133315837,126.432539318064
새길,편의점,제주특별자치도,제주시,33.4931841694519,126.489821993778
휴린인터내셔날,카페,제주특별자치도,서귀포시,33.43987148568,126.899211452498
빅트리,카페,제주특별자치도,서귀포시,33.2382785894401,126.336420135985
동미다방,카페,제주특별자치도,서귀포시,33.2486702423235,126.566511776721
컴포즈커피토평점,카페,제주특별자치도,서귀포시,33.2678741697655,126.590211930496
씨유서귀정방연로점,편의점,제주특별자치도,서귀포시,33.2517975697195,126.576594212889
소우정,카페,제주특별자치도,제주시,33.5005256822959,126.52682021927
씨유케이티점,편의점,제주특별자치도,제주시,33.5046677737287,126.525452419573
에이바우트커피신제주점,카페,제주특별자치도,제주시,33.4817035380151,126.482486964199
씨유제주아란,편의점,제주특별자치도,제주시,33.4702033036005,126.543175607496
커피프린스,카페,제주특별자치도,제주시,33.5006428457511,126.526808820201
토끼언니외계인,카페,제주특별자치도,제주시,33.4784418950819,126.489521104774
제주들녘,카페,제주특별자치도,제주시,33.4170783789099,126.31366865393
세븐서귀포중문롯데점,편의점,제주특별자치도,서귀포시,33.2496925921646,126.411555470693
나비정원,카페,제주특별자치도,서귀포시,33.2203912736395,126.249312830344
법인슈퍼파머스,카페,제주특별자치도,서귀포시,33.2558627468877,126.578903342818
우도여행,카페,제주특별자치도,제주시,33.5244199934525,126.952549316039
세븐일레븐제주도남로점,편의점,제주특별자치도,제주시,33.4995273641382,126.525103819323
위미2리새마을문고북카페,카페,제주특별자치도,서귀포시,33.2748042197683,126.667581348854
로아네,카페,제주특별자치도,서귀포시,33.3807495986172,126.876120076525
찰리스,카페,제주특별자치도,서귀포시,33.2353586948735,126.369615775282
제주설심당,카페,제주특별자치도,서귀포시,33.2519121554965,126.567965919768
썬샤인워크,카페,제주특별자치도,서귀포시,33.248070525684,126.389289958489
세븐제주공항에어사이드점,편의점,제주특별자치도,제주시,33.5059397371195,126.495956962825
씨유제주표선로얄점,편의점,제주특별자치도,서귀포시,33.3254155881901,126.829392956274
산들티카페,카페,제주특별자치도,서귀포시,33.2473766488823,126.334870607369
카페밭티,카페,제주특별자치도,서귀포시,33.2592534141766,126.533576957188
씨유서귀포보목포구점,편의점,제주특별자치도,서귀포시,33.2395365159122,126.60716807797
별위별,카페,제주특별자치도,제주시,33.3423098032269,126.174558136993
씨유제주표선리점,편의점,제주특별자치도,서귀포시,33.3260238290443,126.832441987
귤밭에고양이,카페,제주특별자치도,서귀포시,33.2794193236217,126.677375130834
씨유강정,편의점,제주특별자치도,서귀포시,33.2361967460671,126.478573504007
빅브라더,카페,제주특별자치도,제주시,33.4871241636117,126.491697470273
창고96,카페,제주특별자치도,서귀포시,33.2796467265867,126.651396903264
약속다방,카페,제주특별자치도,서귀포시,33.4490708354848,126.91514024441
파스쿠찌제주,카페,제주특별자치도,제주시,33.4823140497016,126.484032671648
지에스25아라,편의점,제주특별자치도,제주시,33.4704767167221,126.541528219578
브릭커피,카페,제주특별자치도,제주시,33.482539985585,126.471324580854
워커스폴,카페,제주특별자치도,제주시,33.4691606112225,126.417090518862
여름정원,카페,제주특별자치도,서귀포시,33.3610065011669,126.838950605711
탤러해시,카페,제주특별자치도,제주시,33.4894710220162,126.475048527154
씨유제주이도,편의점,제주특별자치도,제주시,33.4943004831449,126.544953762135
모이,카페,제주특별자치도,서귀포시,33.2569838304031,126.57714870677
카페노이,카페,제주특별자치도,서귀포시,33.2369471987442,126.303974943671
지에스GS라헨느리조트점,편의점,제주특별자치도,제주시,33.4532319793025,126.613833127051
망고홀릭,카페,제주특별자치도,제주시,33.4827118346881,126.53439486318
청춘부부,카페,제주특별자치도,서귀포시,33.2659186504468,126.279114078242
카페베네중앙,카페,제주특별자치도,제주시,33.4923186414439,126.470479643637
오니리크,카페,제주특별자치도,서귀포시,33.2551664100369,126.557529702413
오션컬러,카페,제주특별자치도,제주시,33.5478008163354,126.656827485641
씨유서귀포,편의점,제주특별자치도,서귀포시,33.2547982354583,126.560493415126
씨유중앙여고,편의점,제주특별자치도,제주시,33.4912811158547,126.540331807331
5길,카페,제주특별자치도,제주시,33.5318840296847,126.842251747536
초밥군커피씨,카페,제주특별자치도,제주시,33.5100893414155,126.530976409436
수타로앤카페,카페,제주특별자치도,제주시,33.4976585981562,126.529181763247
89커피,카페,제주특별자치도,제주시,33.4870903097851,126.430032875131
블랙다방,카페,제주특별자치도,서귀포시,33.250058095998,126.561182453346
오제이이,카페,제주특별자치도,제주시,33.2959635474032,126.2329806705
메치카불라,카페,제주특별자치도,서귀포시,33.2441364852009,126.564345223497
이룸갤러리카페,카페,제주특별자치도,제주시,33.4939125832753,126.482844770273
커피앤빵,카페,제주특별자치도,제주시,33.9619005286344,126.29391766364
카페수애기,카페,제주특별자치도,서귀포시,33.2408120512459,126.334716464913
씨유서귀포,편의점,제주특별자치도,서귀포시,33.2646839655533,126.561592294285
씨유제주삼성로점,편의점,제주특별자치도,제주시,33.5093128264795,126.535457866625
씨유제주,편의점,제주특별자치도,제주시,33.5331560272585,126.618828703938
카페해피드리머스,카페,제주특별자치도,서귀포시,33.2503273494143,126.302398793361
더시크릿하모니,카페,제주특별자치도,제주시,33.482856560473,126.47580930726
니모메,카페,제주특별자치도,제주시,33.4937302007538,126.430947072003
락희,카페,제주특별자치도,제주시,33.5054680190973,126.520206870031
아임누,카페,제주특별자치도,제주시,33.4853661695398,126.50059523291
쿠킹클래스카페어썸,카페,제주특별자치도,서귀포시,33.2599116766821,126.571167609621
봄봄한북로점,카페,제주특별자치도,제주시,33.4633743691619,126.530087910879
화수목,카페,제주특별자치도,제주시,33.5408394876142,126.830564385934
2472,카페,제주특별자치도,서귀포시,33.2558826979492,126.416439690646
동원,카페,제주특별자치도,제주시,33.5128395748483,126.528701320056
나우커피제주도남점,카페,제주특별자치도,제주시,33.493238521982,126.52386839517
해거름전망대,카페,제주특별자치도,제주시,33.3728125641225,126.208086330213
루페이퍼,카페,제주특별자치도,서귀포시,33.2772192680255,126.191722790463
카페제이라움,카페,제주특별자치도,서귀포시,33.2564290862529,126.190454838435
카페리,카페,제주특별자치도,제주시,33.5339543688193,126.839653420141
벌크커피,카페,제주특별자치도,제주시,33.4886634361012,126.47595724579
지에스노형,편의점,제주특별자치도,제주시,33.4880224232191,126.480028384124
카페치즈태비,카페,제주특별자치도,제주시,33.555150737583,126.807868835184
7-ELEVEN제주애월,편의점,제주특별자치도,제주시,33.4640118126283,126.436433780205
지에스25화북거로,편의점,제주특별자치도,제주시,33.5066317320017,126.561753826982
씨유서귀포주공점,편의점,제주특별자치도,서귀포시,33.262450385232,126.559736032035
씨유제주동부관광점,편의점,제주특별자치도,제주시,33.5346252280612,126.642894700319
으뜸아이스크림할인점,편의점,제주특별자치도,서귀포시,33.2481944399127,126.561953637026
그리그리카페,카페,제주특별자치도,제주시,33.5007467746848,126.532813227961
세븐일레븐제주롯데오토하우스점,편의점,제주특별자치도,제주시,33.5089553278409,126.50147145504
52번가커피하우스,카페,제주특별자치도,제주시,33.4956758312377,126.527008018462
바끄레카페,카페,제주특별자치도,서귀포시,33.2539115032272,126.559607160169
럭스하우징주,카페,제주특별자치도,서귀포시,33.2599999749084,126.614664057567
씨유서귀감산리점,편의점,제주특별자치도,서귀포시,33.2594491824717,126.355394882368
플루메리아,카페,제주특별자치도,서귀포시,33.2378942785591,126.512532266469
피오레,카페,제주특별자치도,제주시,33.4900244188581,126.493197721519
그럼외도,카페,제주특별자치도,제주시,33.4943031647943,126.433999373433
아리,카페,제주특별자치도,제주시,33.457454552227,126.71098698408
회수농수산물.편의점,편의점,제주특별자치도,서귀포시,33.2628992098737,126.446432665297
제피로스,카페,제주특별자치도,서귀포시,33.2506810280081,126.571759974579
지에프,카페,제주특별자치도,제주시,33.5059397371195,126.495956962825
분홍씨,카페,제주특별자치도,제주시,33.4529301311693,126.308008591452
초가시월,카페,제주특별자치도,서귀포시,33.3846384650125,126.801882270683
원앤온리,카페,제주특별자치도,서귀포시,33.239222348539,126.319192490761
워크인제주,카페,제주특별자치도,제주시,33.3240565666635,126.164366636913
감따남,카페,제주특별자치도,서귀포시,33.2620584094878,126.494593336946
페이지투,카페,제주특별자치도,서귀포시,33.2068331635019,126.28961622907
이디야제주삼화점,카페,제주특별자치도,제주시,33.5135211431903,126.580339442111
대일계획,카페,제주특별자치도,서귀포시,33.228429577639,126.253127666019
세븐일레븐서귀포대포점,편의점,제주특별자치도,서귀포시,33.2394794594579,126.43937014257
구름언덕&KANGSHIMJANG,카페,제주특별자치도,제주시,33.4984245044791,126.655031580918
유끼네하우스,카페,제주특별자치도,서귀포시,33.3938910784965,126.797540371802
셀렉토커피제주삼화점멜리,카페,제주특별자치도,제주시,33.5161504249393,126.576699435784
지에스25엘리시안점,편의점,제주특별자치도,제주시,33.3714185813382,126.379908197979
그라미니,카페,제주특별자치도,서귀포시,33.2416636044043,126.566235198802
씨유제주광령,편의점,제주특별자치도,제주시,33.4494435653822,126.436764636644
서이,카페,제주특별자치도,제주시,33.4986867548717,126.524548819528
그러므로파트투,카페,제주특별자치도,제주시,33.4684282095264,126.485889970655
어글리딜리셔스,카페,제주특별자치도,제주시,33.4889836446189,126.535921523972
52카페,카페,제주특별자치도,서귀포시,33.2198908810425,126.247075190643
씨유제주우당도서관점,편의점,제주특별자치도,제주시,33.5148674735876,126.547870621333
세븐일레븐제주아덴힐점,편의점,제주특별자치도,제주시,33.347533708077,126.368894523245
카페더블유,카페,제주특별자치도,서귀포시,33.2486265827911,126.322564051246
씨유제주,편의점,제주특별자치도,제주시,33.3499312044973,126.183187811484
세븐일레븐제주함덕신북로점,편의점,제주특별자치도,제주시,33.5435590660637,126.661829360047
제주봄,카페,제주특별자치도,서귀포시,33.2502643995811,126.587203661165
세븐일레븐제주수동,편의점,제주특별자치도,제주시,33.3367754159479,126.23680144845
씨씨씨카페커브코너,카페,제주특별자치도,서귀포시,33.2540303774775,126.557535428398
에이바우트커피,카페,제주특별자치도,제주시,33.4781491849265,126.475557930733
세븐일레븐제주연중로점,편의점,제주특별자치도,제주시,33.4875006808967,126.493373821104
픽미픽미아이스제주아라점,편의점,제주특별자치도,제주시,33.4775677395872,126.55013014418
슬로우식스,카페,제주특별자치도,제주시,33.4894867196919,126.49179126959
세븐일레븐제주선흘점,편의점,제주특별자치도,제주시,33.4853684102157,126.699693371559
카페,카페,제주특별자치도,서귀포시,33.2581195812407,126.569180254652
씨유제주,편의점,제주특별자치도,서귀포시,33.4490801599094,126.915591960183
예술창고내맘,카페,제주특별자치도,서귀포시,33.3312586899359,126.794065702916
카페요디,카페,제주특별자치도,제주시,33.5423780933962,126.675346330995
세븐일레븐모슬,편의점,제주특별자치도,서귀포시,33.2166754476127,126.25211199136
지금이순간,카페,제주특별자치도,제주시,33.4604208918449,126.310993157993
아날로그감귤밭,카페,제주특별자치도,제주시,33.455673737716,126.450868461845
지에스25이도,편의점,제주특별자치도,제주시,33.4973508719529,126.536038302129
디피일오구,카페,제주특별자치도,서귀포시,33.2394725347402,126.437835880639
지에스25제주한경점,편의점,제주특별자치도,제주시,33.3312666390795,126.256117922796
메가엠지씨커피제주한라대점,카페,제주특별자치도,제주시,33.4761619015656,126.478937322889
지에스25법환포구,편의점,제주특별자치도,서귀포시,33.2357027821147,126.514700957323
커피구십구점구,카페,제주특별자치도,제주시,33.4697302184186,126.484612869865
컴포즈커피서귀포,카페,제주특별자치도,서귀포시,33.2210765831643,126.253823046785
제주와함께,카페,제주특별자치도,제주시,33.4913062054746,126.474090538657
블루그라스,카페,제주특별자치도,제주시,33.4474463136382,126.309235175604
카페평화쉼터,카페,제주특별자치도,제주시,33.4608033913736,126.613175672129
스물다섯,카페,제주특별자치도,제주시,33.489008832231,126.480904818621
카페신산,카페,제주특별자치도,제주시,33.50395459163,126.532322465971
산노루,카페,제주특별자치도,제주시,33.3300381625586,126.213306684988
에이바우트커피신라,카페,제주특별자치도,제주시,33.4857692621032,126.486712874039
에이바우트커피한라도서관점,카페,제주특별자치도,제주시,33.4775333458453,126.514723337508
스타스낵,카페,제주특별자치도,제주시,33.5048947726826,126.49839525355
쉬멍가,카페,제주특별자치도,서귀포시,33.2489759013868,126.563677374094
차의향기,카페,제주특별자치도,제주시,33.5142663047463,126.526917644175
띠아모제주공항3층,카페,제주특별자치도,제주시,33.5059397371195,126.495956962825
씨유제주조천,편의점,제주특별자치도,제주시,33.5376644699213,126.640082982785
보배다방,카페,제주특별자치도,서귀포시,33.4497085759848,126.911697885419
루바토,카페,제주특별자치도,제주시,33.4884963097807,126.535795002293
세븐일레븐제주애월천덕점,편의점,제주특별자치도,제주시,33.4225749028414,126.336279434371
안길9,카페,제주특별자치도,제주시,33.4840290672239,126.467452876189
레스카페,카페,제주특별자치도,서귀포시,33.2464038303016,126.521348272796
블레블랑제리,카페,제주특별자치도,제주시,33.4747583811791,126.54372190006
미르담,카페,제주특별자치도,제주시,33.5109478538055,126.503720226555
문즈,카페,제주특별자치도,제주시,33.4971465831062,126.517949892704
벌크커피신제주점,카페,제주특별자치도,제주시,33.4895910434097,126.488659443297
그라찌에보건의료관점,카페,제주특별자치도,제주시,33.4474759023534,126.434303715544
지에스25한화리조트제주점,편의점,제주특별자치도,제주시,33.4490023452781,126.637352110834
마노앤디또,카페,제주특별자치도,제주시,33.4258454563528,126.395821905187
마니,카페,제주특별자치도,제주시,33.53731425939,126.837300173209
돌카페,카페,제주특별자치도,서귀포시,33.236249799859,126.498046423693
동백화방,카페,제주특별자치도,서귀포시,33.2733431748835,126.674241773583
리지코티지,카페,제주특별자치도,서귀포시,33.2913193525024,126.327806119684
씨유제주안덕큰길점,편의점,제주특별자치도,서귀포시,33.2512831294981,126.333649897637
녹두카페,카페,제주특별자치도,서귀포시,33.4326144985598,126.862680068829
세븐일레븐서귀포온평점,편의점,제주특별자치도,서귀포시,33.4131912871133,126.909036374928
맥키쉬,카페,제주특별자치도,제주시,33.5236218297587,126.565478770238
협재해녀다방,카페,제주특별자치도,제주시,33.398390644073,126.244238807221
쿠루미,카페,제주특별자치도,제주시,33.4926985908491,126.501209538791
88로스터즈,카페,제주특별자치도,제주시,33.5258597863097,126.563486867581
벨라위미,카페,제주특별자치도,서귀포시,33.2764575315814,126.665460471449
코지코너,카페,제주특별자치도,제주시,33.5130399265963,126.53160627693
유구레,카페,제주특별자치도,서귀포시,33.2510276654029,126.431076601538
파스쿠찌제주,카페,제주특별자치도,제주시,33.4891054399428,126.539568570369
씨유서귀외돌개점,편의점,제주특별자치도,서귀포시,33.2438770354508,126.554732402529
지에스25애월모닝시티점,편의점,제주특별자치도,제주시,33.4864141391593,126.414564776857
씨유제주신설동점,편의점,제주특별자치도,제주시,33.4981155367784,126.547774782243
투썸플레이스제주쇠소깍점,카페,제주특별자치도,서귀포시,33.2522433155358,126.622628378243
투썸플레이스제주연동점,카페,제주특별자치도,제주시,33.4850532021856,126.490160180499
롱플레이,카페,제주특별자치도,제주시,33.5530690260473,126.710938207994
GS25노형신비,편의점,제주특별자치도,제주시,33.4765209187745,126.480699579681
세븐일레븐서귀포서성일로점,편의점,제주특별자치도,서귀포시,33.4031841864376,126.813148848111
망고홀릭애월해안도로점,카페,제주특별자치도,제주시,33.4705316788692,126.341594152803
지에스25제주유수암점,편의점,제주특별자치도,제주시,33.4423742061386,126.40192333631
봄봄카페오일장점,카페,제주특별자치도,제주시,33.4933708289358,126.484817191608
우연히그곳,카페,제주특별자치도,제주시,33.4717202706035,126.782771554225
무채색,카페,제주특별자치도,서귀포시,33.2544041289589,126.430067446678
GS25한림옹포점,편의점,제주특별자치도,제주시,33.4032625987955,126.252237134197
세븐일레븐제주신창리점,편의점,제주특별자치도,제주시,33.3488914007681,126.182735590712
윤재커피,카페,제주특별자치도,제주시,33.5118389203249,126.524014089629
씨유서귀여고점,편의점,제주특별자치도,서귀포시,33.2449905393309,126.53381367816
오엔블루,카페,제주특별자치도,서귀포시,33.4074030761435,126.897679432521
거인의정원,카페,제주특별자치도,제주시,33.4718417929779,126.535249098805
지에스25제주용화점,편의점,제주특별자치도,제주시,33.5097408843318,126.506267113631
자파리버거,카페,제주특별자치도,제주시,33.4187033985375,126.401107294571
휴예그리나,카페,제주특별자치도,제주시,33.5239790112791,126.954691715977
세븐일레븐제주탑동,편의점,제주특별자치도,제주시,33.5171556850488,126.528042861978
세븐일레븐제주센추리호텔점,편의점,제주특별자치도,제주시,33.4848636409772,126.408915682501
초록달과자점,카페,제주특별자치도,제주시,33.4359138485699,126.330392544718
씨유제주건입,편의점,제주특별자치도,제주시,33.5140789715208,126.532192656807
황금다방,카페,제주특별자치도,제주시,33.5080536002723,126.524368452032
고망딱새,카페,제주특별자치도,제주시,33.5034515469262,126.459639204376
화양연화,카페,제주특별자치도,서귀포시,33.288904432767,126.247803459615
지에스25성산,편의점,제주특별자치도,서귀포시,33.4635800991039,126.933800513124
오로지,카페,제주특별자치도,서귀포시,33.2676590648042,126.587873150854
제주돌창고,카페,제주특별자치도,제주시,33.3370890803433,126.233565614084
씨유서귀덕수점,편의점,제주특별자치도,서귀포시,33.2510827517025,126.303659016098
3인칭관찰자시점,카페,제주특별자치도,제주시,33.3497467541043,126.181191393445
화수목스튜디오,카페,제주특별자치도,제주시,33.5243558642339,126.857271341489
파스쿠찌제주서사라점,카페,제주특별자치도,제주시,33.4996732459672,126.518517007347
씨유제주용천점,편의점,제주특별자치도,제주시,33.4840026298294,126.48683088969
언플러그,카페,제주특별자치도,제주시,33.4595289573187,126.454135632817
씨유제주,편의점,제주특별자치도,제주시,33.4973287257003,126.534940779774
진명북카페,카페,제주특별자치도,제주시,33.539212545302,126.674981340622
귤꽃다락,카페,제주특별자치도,서귀포시,33.2464084083402,126.522539313129
지에스리테일GS25N제주관제점주,편의점,제주특별자치도,서귀포시,33.2305102391087,126.255792020107
씨유제주남일점,편의점,제주특별자치도,제주시,33.5111343014726,126.521316464303
제주애퐁당,카페,제주특별자치도,제주시,33.5155620995673,126.526264785385
포레스타,카페,제주특별자치도,서귀포시,33.2481691081102,126.580764439477
동명리공간,카페,제주특별자치도,제주시,33.4097256470369,126.265597943072
카페오르덴,카페,제주특별자치도,제주시,33.4867310865243,126.42643069574
씨유제주우도점,편의점,제주특별자치도,제주시,33.5024443536759,126.943951748977
르카페하도,카페,제주특별자치도,제주시,33.5090791857163,126.899583330766
가배미,카페,제주특별자치도,서귀포시,33.2742091982757,126.567899070913
꿀스커피제주아라점,카페,제주특별자치도,제주시,33.4854795766973,126.544053040436
새벽노을,카페,제주특별자치도,서귀포시,33.2730553856613,126.657734483686
물음표,카페,제주특별자치도,제주시,33.5042911767135,126.518975729878
플레이스꽃섬,카페,제주특별자치도,제주시,33.4694489412287,126.484184226771
소이재,카페,제주특별자치도,제주시,33.4890620037643,126.478537274295
밀류,카페,제주특별자치도,서귀포시,33.3169746926791,126.828195884637
시간의정원,카페,제주특별자치도,서귀포시,33.3151096088036,126.719844614385
파스쿠찌종합,카페,제주특별자치도,제주시,33.4895769305278,126.523576388375
씨유제주송악산점,편의점,제주특별자치도,서귀포시,33.2077794886034,126.291131594388
금능맛차롱,카페,제주특별자치도,제주시,33.3903984580745,126.236204177064
블러썸,카페,제주특별자치도,제주시,33.5194066510201,126.571882859982
뮤제빈티지,카페,제주특별자치도,서귀포시,33.2807034537171,126.69680002948
향기다방,카페,제주특별자치도,제주시,33.5027010614957,126.527486378493
씨유제주유블레스호텔점,편의점,제주특별자치도,제주시,33.5424078852678,126.666205177186
하라케케,카페,제주특별자치도,서귀포시,33.2428667519432,126.527719644116
몽슬슬라임카페,카페,제주특별자치도,서귀포시,33.2167841715362,126.258225163122
지에스25뉴제주동광점,편의점,제주특별자치도,서귀포시,33.3104282789343,126.340298160996
씨유제주용인아파트점,편의점,제주특별자치도,제주시,33.5058834011856,126.539382883423
에이바우트커피구남점,카페,제주특별자치도,제주시,33.4850866969616,126.535372045728
GS25서귀중정점,편의점,제주특별자치도,서귀포시,33.2476588289507,126.5583723241
아일랜드,카페,제주특별자치도,서귀포시,33.2783195506177,126.718266165413
씨유노형해오름점,편의점,제주특별자치도,제주시,33.481261498605,126.486760979984
마더카페,카페,제주특별자치도,서귀포시,33.2813004016351,126.741529392173
코리아세븐서귀포주,편의점,제주특별자치도,서귀포시,33.2458501671922,126.567094402913
르샹스,카페,제주특별자치도,제주시,33.5001215287097,126.520193322168
한미숙커피공방,카페,제주특별자치도,제주시,33.5167320033374,126.535213707579
GS25용담전망대점,편의점,제주특별자치도,제주시,33.5176887757977,126.487493167352
카페바라크라,카페,제주특별자치도,서귀포시,33.2416367498165,126.604143615568
카페블루하우스,카페,제주특별자치도,서귀포시,33.2511664754828,126.561005218867
더벤티,카페,제주특별자치도,서귀포시,33.2567687389423,126.572256126205
또시온,카페,제주특별자치도,제주시,33.5135128607433,126.676810351013
씨유서귀포,편의점,제주특별자치도,서귀포시,33.2474805753684,126.564071101562
콕스,카페,제주특별자치도,제주시,33.4903398322277,126.520344118143
세븐서귀중앙점주,편의점,제주특별자치도,서귀포시,33.2482994202712,126.566180959582
씨유제주에코아바점,편의점,제주특별자치도,제주시,33.4868126961279,126.481800228154
미크라트,카페,제주특별자치도,제주시,33.4169727957282,126.272976669282
세븐일레븐제주송당,편의점,제주특별자치도,제주시,33.4721956608617,126.781371804384
제주인이제이,카페,제주특별자치도,서귀포시,33.2453410032478,126.278617792912
예그리나,카페,제주특별자치도,제주시,33.5155564343542,126.513176487766
봄벳,카페,제주특별자치도,서귀포시,33.2667693990646,126.394676458197
양과자회관,카페,제주특별자치도,서귀포시,33.3620440021827,126.765724157233
씨유해비치리조트점,편의점,제주특별자치도,서귀포시,33.3226036544497,126.843983055228
레이오버,카페,제주특별자치도,제주시,33.5586197841455,126.812384089406
씨유신서귀로점,편의점,제주특별자치도,서귀포시,33.2529490033048,126.507329950744
씨유제주,편의점,제주특별자치도,제주시,33.4997820314169,126.514050393752
오월의향,카페,제주특별자치도,제주시,33.4704767167221,126.541528219578
비에노즈,카페,제주특별자치도,제주시,33.4424629726975,126.284228093332
아스쿰,카페,제주특별자치도,제주시,33.496870208151,126.552430066673
메이비아모르,카페,제주특별자치도,서귀포시,33.2544582986933,126.510519405909
빽다방빵연구소제주합동,카페,제주특별자치도,제주시,33.4901311062032,126.527027405061
컴포즈커피서귀포,카페,제주특별자치도,서귀포시,33.2582170847424,126.568696845548
영희의정원민박&카페,카페,제주특별자치도,제주시,33.4627667357779,126.396039193368
소보리당로222,카페,제주특별자치도,서귀포시,33.2629267237923,126.383305324279
새물,카페,제주특별자치도,제주시,33.4785846927015,126.36969960683
와랑와랑,카페,제주특별자치도,서귀포시,33.27228528503,126.676553417976
카페안녕성산,카페,제주특별자치도,서귀포시,33.461894483921,126.934544023039
용소담,카페,제주특별자치도,제주시,33.5154053235393,126.513726267817
파스쿠찌제주한라,카페,제주특별자치도,제주시,33.4901296041494,126.485901651343
표선카페,카페,제주특별자치도,서귀포시,33.325890029153,126.833516261205
꼬닥꼬닥,카페,제주특별자치도,제주시,33.3587780450785,126.201552297858
더벤티서귀포오일,카페,제주특별자치도,서귀포시,33.2654359374716,126.570378594597
세븐일레븐서귀포서문로점,편의점,제주특별자치도,서귀포시,33.2492806289738,126.558052976998
제이에스디비,카페,제주특별자치도,제주시,33.5173790262309,126.52750346622
씨유제주북촌점,편의점,제주특별자치도,제주시,33.5497761003,126.698706228617
씨유중문,편의점,제주특별자치도,서귀포시,33.2545618383313,126.429068416433
에이바우트커피,카페,제주특별자치도,제주시,33.4891770462939,126.539428309146
나우커피제주,카페,제주특별자치도,제주시,33.4843498134243,126.472884477882
포시즌스,카페,제주특별자치도,제주시,33.4135292596246,126.282358416322
파스쿠찌용담해안도로점,카페,제주특별자치도,제주시,33.5194429457649,126.493112337317
미세스테라,카페,제주특별자치도,제주시,33.4872104737175,126.546464955989
야시장이동식판매대,카페,제주특별자치도,제주시,33.5102795071008,126.526455015809
아꼬와,카페,제주특별자치도,제주시,33.496814039038,126.906850575947
씨유제주외도,편의점,제주특별자치도,제주시,33.4893840896962,126.428888035263
제레미,카페,제주특별자치도,제주시,33.4644476367577,126.31854495106
바람코지머뭄센터신천다방,카페,제주특별자치도,서귀포시,33.3442582850935,126.849294183799
컴포즈커피서홍점,카페,제주특별자치도,서귀포시,33.2570126914243,126.556951619168
플로리카페,카페,제주특별자치도,제주시,33.4876956766659,126.5534564257
더벤티서귀포올레,카페,제주특별자치도,서귀포시,33.2488580847026,126.566081623598
씨유서귀월평동점,편의점,제주특별자치도,서귀포시,33.2427886290131,126.461870926862
리베라떼,카페,제주특별자치도,제주시,33.4984620512895,126.520051818871
솔마루,카페,제주특별자치도,서귀포시,33.2372075541648,126.294177284552
조아찌,카페,제주특별자치도,제주시,33.4967407990719,126.450770744684
신대림,카페,제주특별자치도,제주시,33.4172156483683,126.263707213857
지유명차제주,카페,제주특별자치도,제주시,33.4786442482746,126.479643304524
수다,카페,제주특별자치도,서귀포시,33.2277303448028,126.25229683932
씨유제주그랜드점,편의점,제주특별자치도,제주시,33.4861445134861,126.488066391164
특활제주,카페,제주특별자치도,제주시,33.4647453312352,126.421476690051
지에스25N서귀강정점,편의점,제주특별자치도,서귀포시,33.2325130337463,126.488208188584
토방속에장독대,카페,제주특별자치도,제주시,33.4876610273156,126.49289944927
GS25한림오일장점,편의점,제주특별자치도,제주시,33.4184353183134,126.268706992407
씨유제주중앙여중점,편의점,제주특별자치도,제주시,33.5056842781271,126.522508788943
키위티이십사제주,편의점,제주특별자치도,서귀포시,33.2860498559267,126.7448540625
오엘이에프,카페,제주특별자치도,제주시,33.4939806550134,126.633409186385
상향평준화,카페,제주특별자치도,제주시,33.5090989112415,126.521887328268
요유,카페,제주특별자치도,제주시,33.4340703087252,126.379850085192
꼬스덴뇨,카페,제주특별자치도,제주시,33.5098680467376,126.905254450185
부이크브루어스,카페,제주특별자치도,제주시,33.5533752367972,126.808281958778
